cluster,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,UniProt.description,Surfaceome.Label,Surfaceome.Label.Source
ANGIO_TAM,CLEC4E,1.85E-190,0.841517604,0.534,0.131,3.05E-186,C-type lectin domain family 4 member E,,machine learning
ANGIO_TAM,SERPINB10,2.05E-188,0.608607916,0.301,0.044,3.38E-184,Serpin B10,,
ANGIO_TAM,BCL2A1,3.76E-187,1.265945893,0.997,0.58,6.20E-183,Bcl-2-related protein A1,,
ANGIO_TAM,LGALS3,1.51E-182,1.807694313,0.993,0.763,2.49E-178,Galectin-3,,
ANGIO_TAM,CSF2RB,1.12E-181,0.772702537,0.612,0.175,1.85E-177,Cytokine receptor common subunit beta,surface,pos. trainingset
ANGIO_TAM,LY86,7.63E-179,0.942252064,0.612,0.171,1.26E-174,Lymphocyte antigen 86,,
ANGIO_TAM,GADD45A,5.01E-178,1.178175442,0.957,0.518,8.27E-174,Growth arrest and DNA damage-inducible protein GADD45 alpha,,
ANGIO_TAM,FTH1.1,1.68E-177,1.094230686,1,0.996,2.78E-173,NA,NA,NA
ANGIO_TAM,GGH,6.55E-177,1.00045711,0.988,0.684,1.08E-172,Gamma-glutamyl hydrolase,,
ANGIO_TAM,CTSS,1.45E-176,1.149460062,0.99,0.5,2.40E-172,Cathepsin S,,
ANGIO_TAM,NOCT,2.19E-176,0.647776818,0.414,0.086,3.61E-172,NA,NA,NA
ANGIO_TAM,PLBD1,2.25E-173,0.405144089,0.652,0.178,3.71E-169,Phospholipase B-like 1,,
ANGIO_TAM,PRDX6,3.20E-169,1.143574306,0.987,0.776,5.28E-165,Peroxiredoxin-6,,
ANGIO_TAM,HAVCR1,4.05E-169,0.962326349,0.705,0.236,6.68E-165,Hepatitis A virus cellular receptor 1,surface,machine learning
ANGIO_TAM,PTPRE,8.77E-169,0.838071115,0.769,0.286,1.45E-164,Receptor-type tyrosine-protein phosphatase epsilon,,machine learning
ANGIO_TAM,CD48,9.46E-166,1.021346814,0.958,0.424,1.56E-161,CD48 antigen,surface,GPI (UniProt)
ANGIO_TAM,PDXK,1.91E-164,1.070904879,0.819,0.389,3.15E-160,Pyridoxal kinase,nonsurface,neg. trainingset
ANGIO_TAM,LRRC25,4.79E-163,0.889316195,0.76,0.257,7.91E-159,Leucine-rich repeat-containing protein 25,surface,machine learning
ANGIO_TAM,ALAS1,1.15E-157,1.109196073,0.835,0.384,1.89E-153,"5-aminolevulinate synthase, nonspecific, mitochondrial",,
ANGIO_TAM,GLIPR1,2.75E-154,0.97391536,0.917,0.496,4.53E-150,Glioma pathogenesis-related protein 1,surface,machine learning
ANGIO_TAM,SMPDL3B,3.94E-154,0.781510468,0.483,0.131,6.51E-150,Acid sphingomyelinase-like phosphodiesterase 3b,,
ANGIO_TAM,SLA,8.06E-153,1.386911654,0.696,0.248,1.33E-148,Src-like-adapter,,
ANGIO_TAM,CD74,1.97E-152,0.785786183,0.885,0.341,3.25E-148,HLA class II histocompatibility antigen gamma chain,surface,machine learning
ANGIO_TAM,DLA-DQA1,3.31E-151,0.809709212,0.839,0.312,5.46E-147,NA,NA,NA
ANGIO_TAM,SPI1,2.23E-148,0.805461255,0.95,0.387,3.68E-144,Transcription factor PU.1,,
ANGIO_TAM,TIMP1,4.94E-148,1.145371987,0.998,0.801,8.16E-144,Metalloproteinase inhibitor 1,,
ANGIO_TAM,GRB2,2.91E-147,1.041414235,0.932,0.625,4.79E-143,Growth factor receptor-bound protein 2,,
ANGIO_TAM,VEGFC,5.80E-142,0.819232696,0.384,0.092,9.58E-138,Vascular endothelial growth factor C,,
ANGIO_TAM,ENSCAFG00000009523,1.76E-140,0.59106953,1,0.955,2.90E-136,NA,NA,NA
ANGIO_TAM,COX17,5.63E-138,1.046091914,0.953,0.641,9.29E-134,Cytochrome c oxidase copper chaperone,,
ANGIO_TAM,PTGS2,3.35E-137,1.901055789,0.541,0.176,5.53E-133,Prostaglandin G/H synthase 2,,
ANGIO_TAM,AP1S2,7.78E-137,1.012759528,0.784,0.385,1.28E-132,AP-1 complex subunit sigma-2,,
ANGIO_TAM,NR4A1,9.01E-137,1.180248273,0.877,0.474,1.49E-132,Nuclear receptor subfamily 4 group A member 1,nonsurface,neg. trainingset
ANGIO_TAM,SULF2,5.51E-134,0.69138897,0.498,0.154,9.08E-130,Extracellular sulfatase Sulf-2,,
ANGIO_TAM,UGCG,4.60E-133,1.351190538,0.727,0.368,7.60E-129,Ceramide glucosyltransferase,nonsurface,neg. trainingset
ANGIO_TAM,SAT1,5.82E-133,0.438172755,0.995,0.677,9.60E-129,Diamine acetyltransferase 1,,
ANGIO_TAM,SLC2A9,2.80E-132,0.5117681,0.288,0.056,4.61E-128,"Solute carrier family 2, facilitated glucose transporter member 9",surface,machine learning
ANGIO_TAM,FOSL2,3.63E-130,0.785553694,0.677,0.272,5.99E-126,Fos-related antigen 2,,
ANGIO_TAM,EIF4A1,1.51E-128,0.725272568,1,0.906,2.49E-124,Eukaryotic initiation factor 4A-I,,
ANGIO_TAM,TCIRG1,1.92E-128,0.710287536,0.822,0.387,3.17E-124,V-type proton ATPase 116 kDa subunit a isoform 3,surface,machine learning
ANGIO_TAM,ABCA1,6.24E-127,1.209804105,0.769,0.368,1.03E-122,ATP-binding cassette sub-family A member 1,surface,machine learning
ANGIO_TAM,ENSCAFG00000017257,2.76E-125,0.867438682,0.93,0.582,4.55E-121,NA,NA,NA
ANGIO_TAM,CCL7,7.15E-124,2.141834553,0.517,0.169,1.18E-119,C-C motif chemokine 7,,
ANGIO_TAM,ETS2,8.27E-124,0.813160568,0.789,0.394,1.37E-119,Protein C-ets-2,,
ANGIO_TAM,ALCAM,9.48E-124,0.833616693,0.661,0.255,1.56E-119,CD166 antigen,surface,machine learning
ANGIO_TAM,TIPARP,3.89E-123,1.206863151,0.774,0.398,6.43E-119,TCDD-inducible poly [ADP-ribose] polymerase,,
ANGIO_TAM,FN1,8.03E-122,1.605815645,0.664,0.311,1.33E-117,Fibronectin,,
ANGIO_TAM,SRGN,2.08E-119,0.262588964,0.727,0.271,3.44E-115,Serglycin,,
ANGIO_TAM,RAB8B,7.54E-118,0.669590413,0.725,0.331,1.24E-113,Ras-related protein Rab-8B,,
ANGIO_TAM,TFPT,8.34E-117,0.618292905,1,0.956,1.38E-112,TCF3 fusion partner,,
ANGIO_TAM,IRAK2,2.13E-115,0.620427953,0.522,0.173,3.52E-111,Interleukin-1 receptor-associated kinase-like 2,,
ANGIO_TAM,ANO6,1.60E-114,0.876865775,0.652,0.312,2.64E-110,Anoctamin-6,surface,pos. trainingset
ANGIO_TAM,NAA16,2.41E-114,1.224537955,0.847,0.531,3.97E-110,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",,
ANGIO_TAM,SH3BGRL3,3.83E-114,0.691127646,1,0.916,6.32E-110,SH3 domain-binding glutamic acid-rich-like protein 3,,
ANGIO_TAM,EIF3K,4.65E-114,0.650488443,1,0.881,7.67E-110,Eukaryotic translation initiation factor 3 subunit K,,
ANGIO_TAM,ENSCAFG00000025524,1.15E-113,0.720764544,0.839,0.427,1.89E-109,NA,NA,NA
ANGIO_TAM,CAPG,4.64E-113,0.721098262,0.997,0.804,7.65E-109,Macrophage-capping protein,,
ANGIO_TAM,TNS1,7.15E-113,0.533703386,0.349,0.091,1.18E-108,Tensin-1,,
ANGIO_TAM,CSTB,1.88E-112,0.74054089,1,0.951,3.11E-108,Cystatin-B,,
ANGIO_TAM,ODC1,1.37E-111,0.595391385,0.965,0.7,2.25E-107,Ornithine decarboxylase,,
ANGIO_TAM,PM20D2,2.37E-111,0.822411509,0.905,0.592,3.90E-107,Peptidase M20 domain-containing protein 2,,
ANGIO_TAM,ENSCAFG00000019360,2.07E-110,0.588230656,1,0.899,3.42E-106,NA,NA,NA
ANGIO_TAM,COTL1,3.18E-110,0.435873962,0.644,0.243,5.25E-106,Coactosin-like protein,,
ANGIO_TAM,FAU,1.70E-109,0.525411983,1,0.988,2.80E-105,Ubiquitin-like protein FUBI,,
ANGIO_TAM,FAU,1.70E-109,0.525411983,1,0.988,2.80E-105,40S ribosomal protein S30,,
ANGIO_TAM,ENSCAFG00000042554,3.51E-109,0.584551965,1,0.96,5.79E-105,NA,NA,NA
ANGIO_TAM,LAMP2,1.94E-108,0.952816099,0.927,0.631,3.20E-104,Lysosome-associated membrane glycoprotein 2,surface,pos. trainingset
ANGIO_TAM,TPT1,2.37E-108,0.666567516,1,0.96,3.90E-104,Translationally-controlled tumor protein,,
ANGIO_TAM,DLA-DMA,6.64E-108,0.800125364,0.8,0.364,1.10E-103,NA,NA,NA
ANGIO_TAM,PSAP,1.31E-107,0.717764746,0.78,0.397,2.17E-103,Prosaposin,,
ANGIO_TAM,CD44,1.71E-107,0.655543746,0.433,0.139,2.83E-103,CD44 antigen,surface,pos. trainingset
ANGIO_TAM,GGTA1,7.49E-107,0.904900459,0.845,0.496,1.24E-102,NA,NA,NA
ANGIO_TAM,TKT,1.04E-106,0.911538711,0.913,0.631,1.71E-102,Transketolase,,
ANGIO_TAM,ANXA2,1.14E-106,0.90851663,0.977,0.738,1.88E-102,Annexin A2,,
ANGIO_TAM,ENSCAFG00000032173,1.88E-105,0.439310715,0.537,0.189,3.10E-101,NA,NA,NA
ANGIO_TAM,LCP1,1.20E-104,0.753084926,0.997,0.645,1.99E-100,Plastin-2,,
ANGIO_TAM,NFE2L2,5.69E-104,0.839926985,0.725,0.397,9.39E-100,Nuclear factor erythroid 2-related factor 2,,
ANGIO_TAM,NFKBIZ,4.48E-102,0.706648207,0.607,0.264,7.40E-98,NF-kappa-B inhibitor zeta,,
ANGIO_TAM,NOD2,1.07E-101,0.376810132,0.276,0.061,1.77E-97,Nucleotide-binding oligomerization domain-containing protein 2,,
ANGIO_TAM,GMFG,5.00E-99,0.596086564,0.985,0.761,8.25E-95,Glia maturation factor gamma,,
ANGIO_TAM,YBX3,7.67E-98,0.852509322,0.839,0.513,1.27E-93,Y-box-binding protein 3,,
ANGIO_TAM,CYBA,3.43E-97,0.641662904,0.998,0.877,5.65E-93,Cytochrome b-245 light chain,nonsurface,machine learning
ANGIO_TAM,CSF2RA,4.73E-97,0.390455282,0.288,0.067,7.80E-93,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,surface,pos. trainingset
ANGIO_TAM,FADS1,2.93E-95,1.215365982,0.517,0.217,4.84E-91,Fatty acid desaturase 1,nonsurface,machine learning
ANGIO_TAM,FTL,2.67E-94,0.634835515,1,0.994,4.40E-90,Ferritin light chain,,
ANGIO_TAM,ENSCAFG00000013713,5.99E-94,0.440914242,0.446,0.152,9.89E-90,NA,NA,NA
ANGIO_TAM,FTH1,9.23E-93,0.466592952,0.591,0.244,1.52E-88,Ferritin heavy chain,,
ANGIO_TAM,KDM6B,7.33E-92,0.456053275,0.641,0.295,1.21E-87,Lysine-specific demethylase 6B,,
ANGIO_TAM,FBXO6,2.26E-90,0.824610227,0.784,0.503,3.74E-86,F-box only protein 6,,
ANGIO_TAM,ENSCAFG00000045333,8.96E-90,0.566039466,1,0.936,1.48E-85,NA,NA,NA
ANGIO_TAM,SLC30A1,2.33E-89,0.962912697,0.662,0.351,3.85E-85,Zinc transporter 1,surface,machine learning
ANGIO_TAM,MAPK13,5.12E-89,0.549764488,0.473,0.177,8.44E-85,Mitogen-activated protein kinase 13,,
ANGIO_TAM,HLA-DQB2,2.75E-88,0.55881405,0.955,0.54,4.54E-84,"HLA class II histocompatibility antigen, DQ beta 2 chain",surface,pos. trainingset
ANGIO_TAM,BAZ1A,2.37E-85,0.804174819,0.769,0.469,3.91E-81,Bromodomain adjacent to zinc finger domain protein 1A,,
ANGIO_TAM,KCNN4,2.54E-84,0.634849783,0.466,0.181,4.19E-80,Intermediate conductance calcium-activated potassium channel protein 4,nonsurface,machine learning
ANGIO_TAM,ACVRL1,6.23E-84,0.507778395,0.281,0.075,1.03E-79,Serine/threonine-protein kinase receptor R3,surface,machine learning
ANGIO_TAM,GADD45G,3.23E-83,1.002888938,0.677,0.38,5.34E-79,Growth arrest and DNA damage-inducible protein GADD45 gamma,,
ANGIO_TAM,MILR1,2.41E-80,0.378943964,0.572,0.232,3.98E-76,Allergin-1,surface,pos. trainingset
ANGIO_TAM,CFL1,1.87E-79,0.539983359,0.997,0.939,3.09E-75,Cofilin-1,,
ANGIO_TAM,IER3,4.45E-79,0.632137203,0.483,0.209,7.34E-75,Radiation-inducible immediate-early gene IEX-1,nonsurface,machine learning
ANGIO_TAM,PLPP3,5.33E-79,0.853169281,0.338,0.11,8.79E-75,NA,NA,NA
ANGIO_TAM,AHR,2.48E-78,0.606748782,0.446,0.175,4.09E-74,Aryl hydrocarbon receptor,,
ANGIO_TAM,EEF1A1,1.40E-77,0.564445298,0.997,0.902,2.31E-73,Elongation factor 1-alpha 1,,
ANGIO_TAM,CD37,2.68E-77,0.5130261,0.802,0.381,4.42E-73,Leukocyte antigen CD37,surface,machine learning
ANGIO_TAM,ENSCAFG00000006102,5.19E-77,0.468905867,0.998,0.929,8.57E-73,NA,NA,NA
ANGIO_TAM,TLR4,7.35E-77,0.364628653,0.349,0.111,1.21E-72,Toll-like receptor 4,surface,pos. trainingset
ANGIO_TAM,BATF3,1.40E-76,0.47164407,0.334,0.105,2.31E-72,Basic leucine zipper transcriptional factor ATF-like 3,,
ANGIO_TAM,NLRP3,2.62E-75,0.425185114,0.373,0.125,4.32E-71,"NACHT, LRR and PYD domains-containing protein 3",nonsurface,machine learning
ANGIO_TAM,REL,3.86E-74,0.614571743,0.802,0.524,6.38E-70,Proto-oncogene c-Rel,,
ANGIO_TAM,CCR5,6.72E-74,0.512131343,0.428,0.156,1.11E-69,C-C chemokine receptor type 5,surface,machine learning
ANGIO_TAM,ACSL4,1.61E-73,0.593557274,0.488,0.212,2.65E-69,Long-chain-fatty-acid--CoA ligase 4,nonsurface,neg. trainingset
ANGIO_TAM,AHNAK,8.00E-73,0.757767925,0.624,0.328,1.32E-68,Neuroblast differentiation-associated protein AHNAK,,
ANGIO_TAM,SNX3,1.59E-72,0.544024221,0.977,0.792,2.63E-68,Sorting nexin-3,,
ANGIO_TAM,CAPN2,5.58E-72,0.628424438,0.666,0.396,9.21E-68,Calpain-2 catalytic subunit,,
ANGIO_TAM,CTSH,1.67E-71,0.585892417,0.562,0.263,2.75E-67,Pro-cathepsin H,,
ANGIO_TAM,PLXNC1,4.04E-71,0.331315045,0.566,0.233,6.67E-67,Plexin-C1,surface,machine learning
ANGIO_TAM,FCER1G,1.72E-70,0.290890494,0.577,0.242,2.84E-66,High affinity immunoglobulin epsilon receptor subunit gamma,nonsurface,machine learning
ANGIO_TAM,NCKAP1L,4.99E-70,0.469794346,0.531,0.232,8.23E-66,Nck-associated protein 1-like,nonsurface,machine learning
ANGIO_TAM,HEXB,1.20E-69,0.629696628,0.794,0.512,1.99E-65,Beta-hexosaminidase subunit beta,,
ANGIO_TAM,ICAM1,1.73E-69,0.642017317,0.589,0.292,2.86E-65,Intercellular adhesion molecule 1,surface,machine learning
ANGIO_TAM,ENSCAFG00000030466,2.20E-69,0.465595963,0.478,0.21,3.63E-65,NA,NA,NA
ANGIO_TAM,PID1,2.72E-69,1.300778559,0.584,0.336,4.49E-65,"PTB-containing, cubilin and LRP1-interacting protein",,
ANGIO_TAM,AOAH,2.58E-68,0.434800549,0.364,0.122,4.25E-64,Acyloxyacyl hydrolase,,
ANGIO_TAM,ENSCAFG00000017655,2.84E-68,0.654365837,0.992,0.822,4.68E-64,NA,NA,NA
ANGIO_TAM,MS4A7,2.94E-68,0.604867218,0.381,0.134,4.84E-64,Membrane-spanning 4-domains subfamily A member 7,,machine learning
ANGIO_TAM,PDE4B,1.04E-67,0.265678596,0.674,0.323,1.71E-63,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",,
ANGIO_TAM,FAM20C,3.18E-67,1.032236758,0.522,0.278,5.24E-63,Extracellular serine/threonine protein kinase FAM20C,,
ANGIO_TAM,IFI30,1.27E-66,0.412209381,0.84,0.514,2.09E-62,Gamma-interferon-inducible lysosomal thiol reductase,,
ANGIO_TAM,PHF10,2.60E-66,0.543462338,0.524,0.263,4.30E-62,PHD finger protein 10,,
ANGIO_TAM,KLF3,7.33E-66,0.469826154,0.637,0.358,1.21E-61,Krueppel-like factor 3,,
ANGIO_TAM,CD80,3.44E-65,0.98532261,0.414,0.168,5.67E-61,T-lymphocyte activation antigen CD80,surface,machine learning
ANGIO_TAM,PFKP,1.83E-64,0.693119673,0.666,0.396,3.02E-60,"ATP-dependent 6-phosphofructokinase, platelet type",,
ANGIO_TAM,EIF1,1.04E-63,0.262437954,1,0.983,1.72E-59,Eukaryotic translation initiation factor 1,,
ANGIO_TAM,DPYD,2.99E-63,0.298978765,0.502,0.225,4.93E-59,Dihydropyrimidine dehydrogenase [NADP(+)],,
ANGIO_TAM,IQGAP1,1.15E-61,0.504734269,0.94,0.702,1.89E-57,Ras GTPase-activating-like protein IQGAP1,,
ANGIO_TAM,PRELID1,1.17E-60,0.536316038,0.877,0.623,1.93E-56,"PRELI domain-containing protein 1, mitochondrial",,
ANGIO_TAM,MTPN,1.27E-60,0.620366216,0.689,0.447,2.09E-56,Myotrophin,,
ANGIO_TAM,IVNS1ABP,1.38E-60,0.399004663,0.516,0.258,2.27E-56,Influenza virus NS1A-binding protein,,
ANGIO_TAM,IL13RA1,5.20E-60,0.307772586,0.498,0.237,8.58E-56,Interleukin-13 receptor subunit alpha-1,surface,machine learning
ANGIO_TAM,DOK2,7.19E-60,0.307909511,0.429,0.171,1.19E-55,Docking protein 2,,
ANGIO_TAM,TBC1D9,2.06E-59,0.489630019,0.451,0.202,3.40E-55,TBC1 domain family member 9,,
ANGIO_TAM,SERPINB8,1.50E-58,0.623245428,0.483,0.231,2.48E-54,Serpin B8,,
ANGIO_TAM,SERPINB1,9.39E-58,0.520726957,0.865,0.618,1.55E-53,Leukocyte elastase inhibitor,,
ANGIO_TAM,ENSCAFG00000042176,1.03E-57,0.553515015,0.923,0.729,1.70E-53,NA,NA,NA
ANGIO_TAM,LAPTM5,3.36E-57,0.349421075,0.459,0.203,5.55E-53,Lysosomal-associated transmembrane protein 5,,machine learning
ANGIO_TAM,GLUL,5.14E-57,0.760543912,0.784,0.548,8.49E-53,Glutamine synthetase,,
ANGIO_TAM,SLC2A1,6.20E-57,0.644905662,0.471,0.236,1.02E-52,"Solute carrier family 2, facilitated glucose transporter member 1",surface,pos. trainingset
ANGIO_TAM,ENSCAFG00000009211,2.45E-56,0.570907777,0.792,0.55,4.04E-52,NA,NA,NA
ANGIO_TAM,RALBP1,4.29E-56,0.334555436,0.923,0.727,7.08E-52,RalA-binding protein 1,,
ANGIO_TAM,UNC93B1,5.99E-56,0.499549546,0.632,0.354,9.89E-52,Protein unc-93 homolog B1,surface,machine learning
ANGIO_TAM,CYBB,2.91E-55,0.445830726,0.408,0.168,4.81E-51,Cytochrome b-245 heavy chain,surface,pos. trainingset
ANGIO_TAM,TMEM167A,1.26E-54,0.510379704,0.777,0.539,2.09E-50,Protein kish-A,,machine learning
ANGIO_TAM,CRIP1,2.11E-54,0.491414121,0.992,0.877,3.49E-50,Cysteine-rich protein 1,,
ANGIO_TAM,ACTB,5.27E-54,0.317703902,1,0.978,8.69E-50,"Actin, cytoplasmic 1",,
ANGIO_TAM,DHRS3,1.19E-53,0.450729277,0.281,0.099,1.97E-49,Short-chain dehydrogenase/reductase 3,nonsurface,machine learning
ANGIO_TAM,RBPJ,1.88E-53,0.552853233,0.75,0.516,3.10E-49,Recombining binding protein suppressor of hairless,,
ANGIO_TAM,STOM,2.40E-53,0.628213042,0.474,0.249,3.95E-49,Erythrocyte band 7 integral membrane protein,,
ANGIO_TAM,EMP3,6.61E-53,0.650833442,0.955,0.794,1.09E-48,Epithelial membrane protein 3,surface,machine learning
ANGIO_TAM,CTSZ,9.15E-53,0.34378277,0.82,0.442,1.51E-48,Cathepsin Z,,
ANGIO_TAM,EHD4,1.21E-52,0.48355686,0.443,0.213,1.99E-48,EH domain-containing protein 4,,
ANGIO_TAM,SDC4,1.47E-52,0.510879118,0.316,0.127,2.43E-48,Syndecan-4,,machine learning
ANGIO_TAM,VMA21,4.47E-52,0.555148643,0.681,0.45,7.38E-48,Vacuolar ATPase assembly integral membrane protein VMA21,nonsurface,neg. trainingset
