gene,U_statistic_MWU,p_value_MWU,FDR,hbMonocytes,htMonocytes,fold_change
EID2B,734420,1.14921E-10,3.03056E-10,0.073261379,0.052898973,0.880562524
EIF1,596022.5,1.74928E-07,3.19194E-07,2.984551905,3.6301844,1.209500107
EIF1AD,698893,0.001110449,0.001396157,0.024289744,0.016308985,0.93432246
EIF1AX,657649.5,0.059872887,0.066085343,0.170455457,0.304448833,1.500573002
EIF1AY,734106.5,1.22888E-14,5.28431E-14,0.062306315,0.020864858,0.740229195
EIF1B,726119.5,8.77364E-06,1.33163E-05,0.105432747,0.110491527,1.024962242
EIF2A,752634.5,5.72837E-16,2.88611E-15,0.101176685,0.050999407,0.747091884
EIF2AK1,740216.5,1.22135E-10,3.2095E-10,0.115969453,0.068384608,0.776800247
EIF2AK2,741746.5,2.70587E-08,5.38302E-08,0.171055668,0.140282572,0.885294943
EIF2AK3,622954,6.6238E-18,4.11097E-17,0.008222714,0.093614737,1.809808003
EIF2AK4,729424.5,1.49912E-09,3.45656E-09,0.075437336,0.052154104,0.865151284
EIF2B1,736216,1.61667E-12,5.30757E-12,0.072826728,0.032968941,0.765613102
EIF2B2,713457.5,1.73555E-07,3.16748E-07,0.042633967,0.023300401,0.86176338
EIF2B4,708839.5,2.96056E-06,4.71444E-06,0.041978807,0.021612958,0.85369712
EIF2B5,716381.5,2.95131E-08,5.8486E-08,0.043468126,0.029696584,0.902116127
EIF2D,708866.5,2.8961E-06,4.61859E-06,0.042683833,0.028931022,0.901701294
EIF2S1,708817.5,0.000521031,0.000674317,0.095024932,0.053320653,0.783072063
EIF2S2,775110.5,2.48212E-13,9.0464E-13,0.293392206,0.224963236,0.824818131
EIF2S3,808930.5,6.56511E-23,6.63594E-22,0.331430404,0.198939099,0.690913847
EIF3A,740149.5,7.54388E-06,1.15198E-05,0.315832013,0.285429356,0.926395896
EIF3B,729173,4.58442E-06,7.16449E-06,0.131006236,0.136375133,1.023523983
EIF3C,700790,0.000128219,0.000175129,0.0258335,0.02000559,0.95264096
EIF3D,802537,1.85977E-21,1.67174E-20,0.26315621,0.184140276,0.780743185
EIF3E,841346,1.33564E-28,2.09911E-27,0.556850338,0.325222996,0.645870293
EIF3F,784595,3.86103E-15,1.75885E-14,0.320851006,0.247209288,0.823855473
EIF3G,809250.5,1.61888E-23,1.73535E-22,0.318645873,0.190671162,0.692272616
EIF3H,818768,8.37612E-22,7.74354E-21,0.416054526,0.328774443,0.829955886
EIF3I,749064.5,2.3156E-10,5.87889E-10,0.151345774,0.098121274,0.785877483
EIF3J,662831,0.059792215,0.066016685,0.084926705,0.154058509,1.379529699
EIF3J-AS1,725938.5,6.64893E-10,1.59968E-09,0.051479479,0.033571916,0.87957579
EIF3K,775212.5,8.71865E-14,3.36987E-13,0.258825474,0.189777943,0.806073501
EIF3L,811236.5,1.06602E-19,7.93531E-19,0.504193835,0.323662437,0.699823936
EIF3M,825509.5,4.96398E-30,8.50071E-29,0.354109489,0.163931467,0.578631317
EIF4A1,604335.5,1.74893E-06,2.85262E-06,1.097245661,1.567302555,1.393527521
EIF4A2,765154.5,2.89061E-11,8.21169E-11,0.28436117,0.241462869,0.887578858
EIF4A3,564231.5,1.24417E-23,1.34106E-22,0.073212625,0.449377161,3.207057088
EIF4B,817782.5,7.3274E-19,5.0104E-18,1.24808767,0.89788819,0.739689063
EIF4E,677794,0.790693949,0.801052385,0.12901623,0.27841226,1.660340906
EIF4E2,756626,5.48298E-13,1.90604E-12,0.173988204,0.102236844,0.735442515
EIF4E3,770499,3.82226E-20,2.97715E-19,0.139243508,0.067704695,0.697469421
EIF4EBP1,733148,1.97066E-09,4.47497E-09,0.106750952,0.056434921,0.753323144
EIF4EBP2,788320,2.00282E-16,1.06817E-15,0.335881368,0.28791715,0.889255218
EIF4EBP3,717375,1.76678E-07,3.22146E-07,0.0573726,0.040129169,0.88846215
EIF4ENIF1,721814.5,2.06914E-12,6.73404E-12,0.04241136,0.015517186,0.807397841
EIF4G1,749591.5,3.17709E-09,7.04221E-09,0.211955011,0.14136662,0.771691263
EIF4G2,568717,8.10837E-13,2.76274E-12,0.779367715,1.345861596,1.646245598
EIF4G3,699033.5,0.024848832,0.028170683,0.053762699,0.071107465,1.114875711
EIF4H,760066.5,4.19093E-10,1.03436E-09,0.297761075,0.197729041,0.746745116
EIF5,693685,0.340711238,0.355220448,0.29075668,0.400800509,1.283631852
EIF5A,655684,0.065742554,0.072277496,0.273074061,0.466929417,1.523510917
EIF5AL1,713386,0.000611677,0.000785993,0.092329889,0.102804712,1.055260242
EIF5B,741477.5,1.1782E-08,2.44418E-08,0.175933618,0.150504179,0.906905801
EIF6,712038,0.000516221,0.000668534,0.093614342,0.099303396,1.029810769
EIPR1,691523.5,0.038482379,0.04299648,0.029152111,0.036950659,1.06170878
ELAC2,703742,1.91338E-05,2.81886E-05,0.030822596,0.015001465,0.876442906
ELAVL1,809276,4.94923E-20,3.80026E-19,0.364500717,0.286530428,0.831132715
ELAVL4,720386.5,3.20534E-10,8.02488E-10,0.047040023,0.025810581,0.852843673
ELF1,682848.5,0.866364194,0.873084363,0.148053282,0.220686086,1.296124641
ELF2,728534.5,3.13515E-05,4.52175E-05,0.162182411,0.17046044,1.031911362
ELF3,724748,5.07752E-12,1.58321E-11,0.046263921,0.02164536,0.828428273
ELF4,753140.5,6.64163E-15,2.94298E-14,0.132212049,0.061989983,0.693936922
ELK1,680328,0.922625913,0.926524467,0.022685848,0.04080569,1.151111538
ELK3,734894.5,3.38723E-12,1.0786E-11,0.072775323,0.039904626,0.80664279
ELK4,732724,1.42248E-10,3.70605E-10,0.093381811,0.05251615,0.785601778
ELL,686610,0.509225027,0.524567995,0.091277313,0.096916725,1.029917009
ELL2,467978.5,3.44791E-82,3.05422E-80,0.022482237,0.442974152,4.512682837
ELMO1,746328.5,6.45261E-10,1.55668E-09,0.139560041,0.116541848,0.902788458
ELMO2,724565,8.27933E-11,2.22628E-10,0.076643394,0.048950825,0.840726409
ELMOD1,731466,8.94601E-07,1.50865E-06,0.090930926,0.109302291,1.097639287
ELMOD2,704355,4.8637E-06,7.58149E-06,0.031507907,0.013296517,0.858533011
ELMOD3,793408.5,1.67795E-29,2.77118E-28,0.131082212,0.060148168,0.689303774
ELMSAN1,724339.5,1.22087E-06,2.02833E-06,0.105403434,0.077622402,0.86289636
ELN,718078,4.21727E-09,9.21369E-09,0.038786954,0.023369582,0.886646546
ELOA,722569,1.6007E-08,3.2726E-08,0.053370252,0.038258895,0.899655512
ELOB,809567.5,1.64122E-20,1.33378E-19,0.382796611,0.285416726,0.797134175
ELOC,789107.5,1.74812E-18,1.15405E-17,0.248271937,0.167465812,0.766115916
ELOF1,714831.5,3.12147E-08,6.16575E-08,0.054522348,0.020967946,0.77887913
ELOVL1,723753.5,1.62852E-06,2.66693E-06,0.100460729,0.077733643,0.885033987
ELOVL5,745774,2.46829E-08,4.93657E-08,0.16130802,0.167991231,1.02585056
ELP1,702559,1.71436E-05,2.5364E-05,0.021581317,0.018042551,0.97021388
ELP2,750577,7.40236E-14,2.88169E-13,0.098813507,0.061520668,0.809767333
ELP4,716918.5,7.62513E-08,1.44439E-07,0.063783902,0.023585477,0.750333419
ELP5,691896.5,0.05775705,0.063815024,0.027484374,0.026581479,0.992759985
ELP6,721410,2.0918E-13,7.69149E-13,0.037024915,0.007499505,0.780070526
EMB,830833.5,2.54072E-33,5.30124E-32,0.421863291,0.193935575,0.560907219
EMC1,734155.5,9.60017E-10,2.26718E-09,0.077954115,0.061290174,0.904874592
EMC10,786806,2.05657E-17,1.21376E-16,0.223577211,0.200189963,0.927097504
EMC2,694906.5,0.010726905,0.012489301,0.030327832,0.023204367,0.944152628
EMC3,797619,3.99418E-21,3.45642E-20,0.27245157,0.177940726,0.744341483
EMC4,761250,1.90333E-11,5.51967E-11,0.202179002,0.161216482,0.86318625
EMC6,741015,1.13899E-12,3.81253E-12,0.082807439,0.047488318,0.80381751
EMC7,708858,0.001461976,0.001817723,0.085362523,0.083383245,0.98915981
EMC8,721088,2.10755E-08,4.24912E-08,0.065022878,0.041258566,0.853530405
EMCN,684925,0.412742502,0.427619664,0.015455031,0.02970878,1.126498079
EMD,626536.5,3.1228E-08,6.16712E-08,0.056712429,0.173530363,1.758868658
EMG1,722983,7.2513E-09,1.54576E-08,0.056100144,0.038519956,0.885340127
EMILIN2,666402.5,0.302884613,0.317413172,0.376372729,0.506519384,1.274804492
EML1,710453,1.25946E-05,1.88484E-05,0.04992671,0.032466445,0.881344766
EML2,746163.5,1.62325E-14,6.87094E-14,0.080204965,0.056416408,0.865926706
EML3,713009,6.72014E-06,1.03234E-05,0.056878897,0.037306212,0.87298995
EML4,668341.5,0.187641144,0.199844279,0.089821839,0.170222566,1.429843824
EML6,743239,1.46784E-13,5.53508E-13,0.081514525,0.041486787,0.776054886
EMP1,642825.5,7.35214E-11,1.98832E-10,0.00821352,0.10886094,1.95456449
EMP2,739625,1.86015E-10,4.77987E-10,0.092611437,0.082896207,0.948823029
EMP3,726478.5,0.001332578,0.001663632,0.378538808,0.408342997,1.062644988
EMSY,754596.5,6.78966E-14,2.66338E-13,0.122126383,0.069763962,0.761284692
EMX2OS,722834.5,1.1629E-11,3.45889E-11,0.038924195,0.020288216,0.863120437
ENAH,707006,3.53346E-06,5.58295E-06,0.021918546,0.020431236,0.98751661
ENC1,706152,5.2843E-08,1.01779E-07,0.04486567,0.007566927,0.737499546
ENDOV,716560,1.24362E-07,2.30422E-07,0.045238132,0.046814235,1.011063274
ENG,630158,1.23545E-09,2.87857E-09,0.033607012,0.145407618,1.85453861
ENGASE,707226,1.73464E-07,3.16641E-07,0.037542929,0.017107562,0.848365717
ENO1,659572,0.176852082,0.188621572,1.001184266,1.378175936,1.343216178
ENOPH1,695625.5,0.011800777,0.013698686,0.05897493,0.043400439,0.900291003
ENOSF1,691317.5,0.193575344,0.205871879,0.049285581,0.07998284,1.209523143
ENOX2,692081,0.021011277,0.023937085,0.024337237,0.020110997,0.96523381
ENPP2,664591.5,0.0006953,0.000888059,0.010377836,0.042422547,1.29780674
ENSA,731143.5,6.61691E-05,9.269E-05,0.219276549,0.237549206,1.057733317
ENTPD1,810792.5,2.25103E-29,3.69882E-28,0.23301306,0.123882923,0.66954054
ENTPD1-AS1,719943,5.2308E-08,1.00869E-07,0.047604338,0.024372741,0.839592776
ENTPD3-AS1,709200,9.77983E-06,1.47767E-05,0.03748421,0.026906743,0.921478983
ENTPD4,716857,3.76123E-06,5.92458E-06,0.056654631,0.04554225,0.927785022
ENTPD6,697789,0.00058215,0.000749039,0.029535716,0.021321891,0.93520188
ENY2,744923,5.45748E-07,9.3937E-07,0.294895729,0.266866898,0.928519808
EP300,792860.5,1.01286E-20,8.38516E-20,0.229959824,0.128162206,0.68886771
EP400,700604.5,0.008717995,0.010224861,0.060619064,0.074770535,1.089655026
EPAS1,640916,7.21505E-13,2.46852E-12,0.009776324,0.077095826,1.629149185
EPB41,728723.5,4.3741E-10,1.07548E-09,0.071873016,0.042944915,0.828926547
EPB41L2,676730,0.45392558,0.469438638,0.023890836,0.043532095,1.162169829
EPB41L3,565705.5,3.40511E-22,3.2497E-21,0.133474875,0.498789366,2.583508586
EPB41L4A,720730,3.01835E-07,5.34839E-07,0.064184895,0.036861554,0.830720287
EPB41L4A-AS1,726543.5,5.43076E-10,1.3226E-09,0.078942059,0.046756897,0.817302692
EPB42,719781.5,5.7903E-09,1.24769E-08,0.051087399,0.020788226,0.795706433
EPC1,768320.5,1.23835E-14,5.32032E-14,0.198456324,0.138949867,0.798747685
EPC2,707887.5,2.30887E-06,3.71861E-06,0.041818183,0.018842302,0.834756671
EPG5,710750,8.38876E-06,1.27559E-05,0.051244021,0.044782598,0.956479518
EPHA1-AS1,728572,1.13923E-10,3.00911E-10,0.062793452,0.035761695,0.831070509
EPHX1,694977,0.001109133,0.001394682,0.021745853,0.01830297,0.971061006
EPM2AIP1,750161.5,3.59141E-14,1.45811E-13,0.127669799,0.07479548,0.76489261
EPN1,772281.5,4.67019E-15,2.10873E-14,0.19369903,0.142715091,0.824751426
EPOR,676852,0.40914882,0.423986611,0.016267022,0.027991748,1.103309234
EPRS,718992.5,1.21746E-05,1.82451E-05,0.092690825,0.084992999,0.959467066
EPS15,762394,9.68293E-16,4.71988E-15,0.127832093,0.091365885,0.837968745
EPS15L1,726794,3.29287E-09,7.28559E-09,0.070258399,0.04769581,0.865284249
EPS8,710748,2.57927E-07,4.60975E-07,0.038698856,0.014417077,0.821356873
EPSTI1,693774,0.132930753,0.14331459,0.095687254,0.114318417,1.096578667
ERAL1,704910,5.01001E-07,8.66173E-07,0.023637542,0.017194091,0.946687571
ERAP1,694278,0.038020488,0.0424999,0.047003639,0.033797096,0.908432984
ERAP2,762853.5,4.20895E-15,1.90931E-14,0.143537898,0.094740942,0.797323211
ERBB2,744550.5,6.51055E-15,2.89147E-14,0.065165018,0.026637148,0.762744153
ERBB3,729120,9.81471E-11,2.6094E-10,0.056201575,0.03890514,0.88726537
ERBIN,774210,1.84605E-18,1.21294E-17,0.151096123,0.120665033,0.877452442
ERC1,727650.5,1.5303E-09,3.52595E-09,0.082481922,0.0398209,0.762607181
ERCC1,699494.5,0.032130181,0.036114487,0.072695857,0.100517814,1.163735243
ERCC3,711799,1.26018E-07,2.334E-07,0.036573794,0.019357516,0.871326655
ERCC4,799749.5,1.57422E-29,2.61315E-28,0.175510601,0.055588057,0.560296675
ERCC5,728376,4.91173E-09,1.06616E-08,0.099796431,0.076504489,0.881779374
ERCC6,697194,0.000835302,0.001061586,0.019347677,0.022296935,1.025299839
ERCC8,677948,0.571462625,0.586263616,0.021091533,0.03764249,1.139887656
EREG,223709,1.2936E-199,1.0504E-196,0.144728481,4.314440733,18.23356203
ERF,692375.5,0.063434012,0.06985771,0.03451269,0.040156773,1.0428435
ERGIC1,681129,0.98715686,0.987968,0.301960319,0.505184022,1.509096734
ERGIC2,724821.5,9.08301E-08,1.7076E-07,0.101953977,0.057049098,0.774549577
ERGIC3,768054,1.97895E-13,7.30135E-13,0.202622966,0.174116654,0.904930633
ERH,768797.5,3.50617E-14,1.42529E-13,0.224852823,0.158425278,0.793752823
ERI1,673870,0.239312257,0.252748605,0.030370891,0.056776426,1.206947349
ERI3,694944.5,0.003510948,0.004242396,0.028975143,0.024126587,0.961580285
ERICH1,752404,1.12143E-12,3.75636E-12,0.152701551,0.108251061,0.822145452
ERLEC1,707674,8.98278E-06,1.36167E-05,0.043954532,0.030435476,0.904241775
ERLIN1,709083,5.75258E-05,8.10251E-05,0.044165307,0.042740351,0.989921795
ERLIN2,745693,1.77308E-14,7.46624E-14,0.089158959,0.041089914,0.742096015
ERMAP,719062,4.48533E-11,1.248E-10,0.045403724,0.011787793,0.764310861
ERN1,637108,7.38451E-07,1.2551E-06,0.053957694,0.1526875,1.653051677
ERO1A,762003.5,3.76512E-11,1.05788E-10,0.232093628,0.182697539,0.850004965
ERO1B,692691,0.00630473,0.007480007,0.024256314,0.015585495,0.928623987
ERP29,892621.5,3.95991E-50,1.76189E-48,0.544979433,0.222620891,0.498043363
ERP44,750722.5,1.5066E-09,3.47299E-09,0.250428156,0.175833256,0.785432697
ERRFI1,607004,4.078E-28,6.1702E-27,0.00190834,0.182079384,2.81747023
ERV3-1,717778,2.84017E-10,7.14738E-10,0.055596061,0.012692586,0.719255927
ERVW-1,688591,0.107553,0.116638446,0.025291389,0.018051006,0.940902516
ESCO1,686100,0.255578466,0.269285961,0.014158809,0.031849808,1.158829846
ESCO2,790148,5.04073E-24,5.58146E-23,0.16838532,0.089890082,0.704471665
ESD,776402.5,8.79186E-23,8.78645E-22,0.142161994,0.076142349,0.724213195
ESF1,705550,3.5022E-06,5.53445E-06,0.026809211,0.017875777,0.927975779
ESR2,705930.5,0.000109654,0.000150553,0.03358102,0.031912282,0.987242604
ESRRA,721647.5,1.47253E-08,3.02771E-08,0.047818204,0.039153001,0.940257583
ESRRG,684537,0.709359217,0.7219549,0.082309203,0.142297123,1.33413174
ESYT1,705405,0.001544021,0.001915907,0.062770322,0.062046948,0.995478766
ESYT2,731172,2.0015E-05,2.94157E-05,0.171316826,0.185590874,1.053154001
ETF1,534620,1.74981E-32,3.47254E-31,0.082246235,0.487126469,3.2559676
ETFA,778872.5,2.37857E-17,1.39787E-16,0.201695121,0.130465839,0.761710943
ETFB,718206,1.77216E-05,2.61952E-05,0.090827326,0.080142519,0.943181594
ETFBKMT,723236,7.83366E-09,1.66154E-08,0.046004615,0.03104587,0.895560752
ETFDH,749867,1.67317E-15,7.94509E-15,0.086999757,0.053651985,0.818982765
ETFRF1,706561.5,1.37001E-06,2.26337E-06,0.028333679,0.015651737,0.898995518
ETHE1,731636,9.89597E-08,1.85328E-07,0.112043782,0.079124441,0.842693141
ETNK1,706537,0.00177408,0.002189013,0.063861327,0.059931844,0.975606284
ETS1,686107,0.345627842,0.360076734,0.037325577,0.065808315,1.211688703
ETS2,414957.5,1.02516E-76,8.53772E-75,0.175756612,1.079177814,4.30946376
ETV3,539409.5,5.17423E-42,1.67501E-40,0.051475592,0.380893013,3.2153137
ETV6,707580.5,0.013846978,0.015993949,0.163755407,0.166096887,1.008971877
EVA1B,706587.5,1.733E-05,2.5628E-05,0.044007235,0.025126367,0.866312885
EVI2A,901241.5,1.83457E-56,1.00995E-54,0.580482847,0.201147022,0.440266054
EVI2B,1023749,4.1776E-110,6.5656E-108,1.326930003,0.435290549,0.373916642
EVI5,712119,6.44542E-05,9.03397E-05,0.066607106,0.060720643,0.964070045
EVI5L,736758.5,3.44881E-12,1.09749E-11,0.067928915,0.041649764,0.840880396
EVL,745997.5,1.12539E-09,2.63412E-09,0.171097621,0.169990885,0.995875349
EWSR1,722261.5,0.000529395,0.000684232,0.194677898,0.228336146,1.115306503
EXD3,714837,1.98801E-09,4.51332E-09,0.027991046,0.012002511,0.872311931
EXO5,728461.5,2.45878E-12,7.9464E-12,0.043253059,0.022588306,0.852896443
EXOC1,729842.5,7.23239E-11,1.9592E-10,0.083116854,0.044559662,0.786198873
EXOC2,694474,0.003449355,0.004169005,0.025395069,0.016572714,0.928051018
EXOC3,722384,5.75881E-08,1.10547E-07,0.07324979,0.04661693,0.843772014
EXOC3-AS1,743056.5,1.5235E-15,7.26624E-15,0.06574471,0.035042937,0.811610012
EXOC4,727592.5,6.49383E-09,1.39098E-08,0.0795161,0.049642011,0.830972153
EXOC5,712537,3.20206E-05,4.61142E-05,0.062643949,0.048400371,0.910904404
EXOC6,714200,1.65936E-08,3.38472E-08,0.053169485,0.01779098,0.764761221
EXOC7,763037,1.4402E-14,6.13075E-14,0.140173763,0.101908162,0.838812655
EXOG,708656,1.34167E-05,2.00141E-05,0.032096861,0.026038051,0.953149208
EXOSC1,760006,4.13144E-20,3.20261E-19,0.078952492,0.030487126,0.724905297
EXOSC10,733053,1.71518E-07,3.13442E-07,0.142163672,0.099669337,0.822487764
EXOSC2,730958,4.69307E-13,1.64494E-12,0.044550996,0.020876519,0.83301436
EXOSC3,699811,0.000158477,0.000214651,0.037834205,0.011533509,0.80526476
EXOSC6,716159,4.94698E-06,7.70515E-06,0.062426751,0.05078867,0.927103119
EXOSC7,687428,0.153434923,0.16458277,0.023915588,0.025354077,1.011874588
EXOSC8,706270,1.19291E-06,1.98425E-06,0.050062998,0.011706925,0.739583702
EXOSC9,707234,1.81516E-06,2.95669E-06,0.035656784,0.025187901,0.921216288
EXT1,688575,0.279238834,0.29332721,0.041822899,0.065321697,1.16899843
EXT2,700262,0.000391245,0.000512267,0.028356428,0.019726322,0.931278546
EXTL3,726765,5.11263E-09,1.10804E-08,0.065865979,0.062387218,0.978669758
EXTL3-AS1,721608,1.83046E-08,3.71506E-08,0.052661523,0.030179243,0.850004193
EYA3,697323,0.001374172,0.001712268,0.026932207,0.018777921,0.934322639
EYS,748594.5,4.02872E-12,1.27206E-11,0.107239307,0.087893571,0.905383094
EZH1,764097.5,8.41728E-18,5.17791E-17,0.135746828,0.06284626,0.68708356
EZR,488302.5,6.13419E-52,2.91568E-50,0.095626117,0.623457487,3.736995559
F11R,725652.5,4.22244E-07,7.36413E-07,0.094620158,0.061613646,0.827951909
F13A1,683316,0.844896546,0.852596514,0.281664692,0.53433401,1.66686858
F2R,740185,5.53339E-14,2.19712E-13,0.069660432,0.035298664,0.79409908
F5,758280,3.60257E-22,3.42139E-21,0.085604817,0.031872271,0.706105468
FAAP100,697219,0.001897577,0.002337842,0.020662317,0.018757599,0.983842832
FAAP20,743476.5,4.95438E-11,1.36913E-10,0.123030027,0.096963009,0.881650498
FAAP24,825135.5,1.4309E-29,2.38337E-28,0.243842501,0.152033621,0.730818663
FABP5,646370,8.45267E-08,1.59248E-07,0.021499917,0.093504388,1.606483937
FADD,731663,4.30552E-14,1.72811E-13,0.074516163,0.022236894,0.695591842
FADS1,691516,0.203915008,0.216419545,0.062197525,0.101745667,1.248071964
FADS3,693010.5,0.074531499,0.08159943,0.035718362,0.047980458,1.092235807
FADS6,747793,1.49243E-10,3.88207E-10,0.117551309,0.090283089,0.8730387
FAF1,713234,9.98286E-07,1.67596E-06,0.046050468,0.029797219,0.886559072
FAF2,703231,0.000439049,0.000572703,0.040070724,0.039973255,0.999290075
FAH,694994,0.003857023,0.004646165,0.020532807,0.019467729,0.990955312
FAHD1,718234.5,7.92936E-09,1.68147E-08,0.046114592,0.021429036,0.827782143
FAM102B,639793,3.46022E-08,6.80451E-08,0.022163579,0.11692824,1.793752917
FAM103A1,694996.5,0.005429805,0.006479062,0.030844341,0.019379175,0.910476564
FAM104A,720757,1.63628E-09,3.75415E-09,0.070343916,0.032784281,0.775854968
FAM104B,707794,5.26545E-08,1.01456E-07,0.030395438,0.016354331,0.889977193
FAM105A,765505,4.87179E-20,3.74966E-19,0.126546987,0.049717334,0.656660269
FAM106A,812084.5,1.11539E-30,2.00524E-29,0.17575938,0.101644907,0.728502414
FAM107B,696334,0.223392775,0.236499262,0.284757893,0.37832764,1.244958253
FAM110A,740809,3.97168E-15,1.80504E-14,0.086862186,0.026557225,0.672410042
FAM110B,678627.5,0.591332994,0.60594686,0.010945329,0.034203432,1.215014632
FAM111A,730762.5,1.74217E-10,4.49093E-10,0.079925074,0.034238004,0.742098947
FAM114A2,707465,1.35739E-05,2.02332E-05,0.050398659,0.026912049,0.840901625
FAM117B,707720,4.47911E-07,7.79087E-07,0.047426256,0.030195851,0.880882744
FAM118A,694772,0.011505369,0.013366915,0.035527046,0.027227086,0.937477501
FAM120A,805385,2.67499E-17,1.55985E-16,0.857775429,0.564346737,0.692744813
FAM120AOS,697717,0.008603096,0.010093747,0.038805255,0.031353517,0.945219805
FAM120B,710887,2.91988E-07,5.18096E-07,0.044806846,0.016686275,0.80201156
FAM122A,697261,0.000794899,0.001011689,0.023179297,0.020173807,0.975038253
FAM122B,710867.5,8.87601E-06,1.34695E-05,0.060113146,0.041268272,0.880226571
FAM122C,713424.5,1.421E-06,2.34365E-06,0.052522611,0.026412742,0.825640282
FAM124A,650671,1.83391E-10,4.71368E-10,0.002206836,0.044325101,1.423591329
FAM126A,753975,5.20547E-15,2.33313E-14,0.097525006,0.064944951,0.832707922
FAM126B,779979.5,1.55299E-18,1.02871E-17,0.188012782,0.104990696,0.708936798
FAM129A,742390.5,4.04146E-07,7.05735E-07,0.246201203,0.220490941,0.925135891
FAM129B,640371,0.00061811,0.000793631,0.144938681,0.314656816,1.700841934
FAM129C,717049,8.56597E-09,1.81135E-08,0.043895533,0.019603658,0.82786378
FAM131A,698611.5,0.015761547,0.018117319,0.058268398,0.051332646,0.955395068
FAM133B,757636,3.37551E-09,7.4549E-09,0.268906495,0.243274213,0.929991507
FAM135A,729979.5,1.51401E-10,3.934E-10,0.06180794,0.032326776,0.814621733
FAM136A,687691.5,0.332592181,0.347164244,0.055125631,0.051817242,0.978284309
FAM13A,716972,1.5344E-08,3.14562E-08,0.054278635,0.033239679,0.861131907
FAM13B,700754,0.000647664,0.000830046,0.038287255,0.032745701,0.959106478
FAM149B1,704180.5,1.81588E-05,2.68049E-05,0.027954285,0.022180317,0.953874239
FAM153B,703879,8.54529E-06,1.29838E-05,0.037351699,0.010719389,0.802102422
FAM157C,716283.5,3.44622E-07,6.06794E-07,0.048686006,0.032995554,0.892465259
FAM159A,739394,4.76141E-11,1.31954E-10,0.091299876,0.058779005,0.827497826
FAM160A2,748785,3.67393E-19,2.596E-18,0.07392576,0.0304935,0.746233211
FAM160B1,726624.5,3.95753E-15,1.79945E-14,0.044285548,0.006754138,0.734779243
FAM160B2,704469.5,5.66534E-06,8.77214E-06,0.027133402,0.011874686,0.877300021
FAM161A,701897.5,0.000237328,0.000316524,0.024072426,0.015799021,0.931792146
FAM162A,681687,0.909395287,0.91427442,0.046480123,0.05373426,1.050479483
FAM168A,709582,5.36451E-06,8.32619E-06,0.05551279,0.023575539,0.790900804
FAM168B,725020.5,1.27887E-07,2.36547E-07,0.088757422,0.059831986,0.844471815
FAM173A,716493,8.06692E-10,1.92233E-09,0.03885286,0.018645103,0.851498053
FAM177A1,690254,0.459880052,0.475344354,0.200779133,0.289459831,1.297582576
FAM184B,694828,0.009543674,0.011158335,0.021497094,0.021442079,0.99953661
FAM189B,762645,3.19908E-23,3.34104E-22,0.077979132,0.03106944,0.732256214
FAM192A,735724,6.01395E-09,1.29331E-08,0.121469885,0.100670735,0.904894006
FAM193A,704684,0.000180963,0.000243752,0.047204156,0.035366718,0.918039563
FAM193B,688932.5,0.108726787,0.117885147,0.017142413,0.056026734,1.339996147
FAM198B,830639,2.14937E-33,4.50397E-32,0.404376558,0.183714383,0.56008434
FAM198B-AS1,716068.5,5.08382E-10,1.24152E-09,0.04373617,0.019324205,0.82681723
FAM199X,688371,0.157559544,0.168784102,0.023141523,0.034051474,1.090639762
FAM200B,780334.5,1.24414E-21,1.1383E-20,0.17712804,0.082512932,0.655133148
FAM204A,777690,2.49319E-21,2.21254E-20,0.168390201,0.087518966,0.695531819
FAM207A,683891,0.553231711,0.568746742,0.023651809,0.033384374,1.080516706
FAM208A,764824.5,6.80255E-19,4.66133E-18,0.149068017,0.073842403,0.694568047
FAM208B,708438,3.08809E-08,6.10229E-08,0.028447932,0.015439321,0.896487977
FAM20A,690530.5,0.158871337,0.170170639,0.038115359,0.050662472,1.092708164
FAM20B,711862.5,2.80718E-06,4.4856E-06,0.033002088,0.035722067,1.0208865
FAM20C,704275.5,1.67818E-05,2.484E-05,0.032398574,0.022732559,0.92542985
FAM210A,661725,0.00044286,0.000577365,0.016639727,0.061213311,1.391462474
FAM210B,783735,1.8366E-24,2.11285E-23,0.160357603,0.072659994,0.659535361
FAM212B,736548.5,2.13536E-12,6.93797E-12,0.06313255,0.038047494,0.843567517
FAM213A,774950.5,9.61396E-25,1.13275E-23,0.089933032,0.037479485,0.719735893
FAM213B,680352,0.917779784,0.92213304,0.018600292,0.028086333,1.081899889
FAM214A,700826.5,4.39222E-05,6.25425E-05,0.028868678,0.015635274,0.895050622
FAM214B,739671.5,5.53818E-13,1.92385E-12,0.079346077,0.040082327,0.777631447
FAM215B,717752,9.01916E-11,2.41171E-10,0.02924051,0.012452294,0.867250143
FAM217B,779385.5,2.80321E-30,4.86889E-29,0.116424559,0.021109428,0.553870646
FAM219A,704346.5,5.30331E-07,9.13801E-07,0.024401404,0.019470453,0.959458057
FAM219B,729707,2.23211E-13,8.18888E-13,0.051535043,0.023444619,0.811168973
FAM221B,756678,8.06163E-24,8.82613E-23,0.064816535,0.023921809,0.747627397
FAM222B,691471.5,0.025874263,0.029288897,0.02291359,0.021242346,0.986088979
FAM227A,715873,6.53484E-06,1.00546E-05,0.05358186,0.044855732,0.942136884
FAM228B,763149,4.86195E-16,2.47388E-15,0.135145959,0.076006737,0.745495987
